id,name,status,address,city,state,postal_code,latitude,longitude,phone,GEOID,matched_place,total_employed,practitioners,technologists,total_population,pct_medical_professionals
1a2f2375-17ff-4c8c-a8f7-9d50d2b43501,"Fort Myers, FL",PERMANENTLY_CLOSED,11600 Gladiolus Drive 317,Fort Myers,FL,33908,26.51732826,-81.94192505,2392430730,1224125,Fort Myers city,38134.0,751.0,393.0,88699.0,1.289755239630661
9615bacb-1b0a-4e0d-8ec6-2306a66d7608,Cape Coral-Santa Barbara,OPEN,2311 Santa Barbara Blvd,Cape Coral,FL,33991,26.60956764,-81.97357178,2392184644,1210275,Cape Coral city,93332.0,2154.0,1243.0,198912.0,1.7077903796653797
cdb0b3f7-bcbc-4a59-a43c-a55bb9b82be9,"Fort Myers - Six Mile Cypress, FL",OPEN,8001 Dani Drive 6,Fort Myers,FL,33966,26.6058712,-81.8104248,2392925826,1224125,Fort Myers city,38134.0,751.0,393.0,88699.0,1.289755239630661
f0874c0b-de20-4267-bff5-1d0356b8edfe,"Weston, FL",OPEN,1132 Weston Road,Weston,FL,33326,26.10580254,-80.36440277,9548886660,1276582,Weston city,32286.0,1131.0,789.0,68029.0,2.8223257728321745
2025027e-8a6d-4f75-bf84-70f34cb12ca1,"Pembroke Pines, FL",OPEN,14918 Pines Blvd,Pembroke Pines,FL,33027,26.00630569,-80.34814453,9545349949,1255775,Pembroke Pines city,83744.0,3503.0,1504.0,170472.0,2.937139236942137
d79d0e9b-f6f5-4efb-a2da-7917c1bb348e,"West Kendall, FL",OPEN,14627 SW 56th St.,Miami,FL,33175,25.71396065,-80.4296875,3056151095,1245000,Miami city,235810.0,4205.0,3255.0,443665.0,1.6814488409047368
d995c89e-c1f0-40b9-8412-1f41be516f3d,"Doral, FL",OPEN,5875 NW 105th Ct. Ste #106,Doral,FL,33178,25.80995178,-80.36845398,3054688028,1217935,Doral city,38657.0,1370.0,548.0,74891.0,2.561055400515416
c37e66ff-c69b-4986-b10d-ff8124fd1ecb,"Miami Lakes, FL",OPEN,15490-B NW 77th Court,Miami Lakes,FL,33016,25.91523552,-80.32714081,3058240420,1245100,Miami Lakes town,17101.0,640.0,202.0,30621.0,2.749746905718298
dd73eaa2-6a30-4f4f-ad8a-4cfeb2f9026a,"Tamiami, FL",PERMANENTLY_CLOSED,1315 -B  SW 107th Avenue,Miami,FL,33174,25.75659561,-80.36706543,7868995082,1245000,Miami city,235810.0,4205.0,3255.0,443665.0,1.6814488409047368
9f3bcf07-cdf0-47e1-90ea-5ff7bff0ee21,"Miramar, FL",OPEN,12316 Miramar Parkway,Miramar,FL,33025,25.97815323,-80.31043243,9549083636,1245975,Miramar city,74462.0,2888.0,1271.0,135158.0,3.077139348022315
1b9deb0b-5e65-4317-a256-3c92c72ca8dd,"Cooper City, FL",OPEN,5874 S Flamingo Road,Cooper City,FL,33330,26.04665947,-80.31131744,9544346244,1214125,Cooper City city,17324.0,509.0,256.0,34046.0,2.2469599953004757
9d788418-58c1-41e6-89d0-de4e724344d3,"Country Walk, FL",OPEN,"13550 S.W 120th Street, Suite 402",Miami,FL,33186,25.65553,-80.415128,3052542683,1245000,Miami city,235810.0,4205.0,3255.0,443665.0,1.6814488409047368
67fb3bc3-8a42-4359-8026-8774a284863c,"Sunrise, FL",PERMANENTLY_CLOSED,12532 W. Sunrise Blvd,Sunrise,FL,33323,26.14575195,-80.315979,9542895100,1269700,Sunrise city,49893.0,1201.0,548.0,96510.0,1.8122474354989122
e3f33695-612a-41c2-9117-7fed735219b9,"Plantation, FL",OPEN,10073 Cleary Boulevard,Plantation,FL,33324,26.1350441,-80.28422546,9546938444,1257450,Plantation CDP,907.0,0.0,3.0,4274.0,0.07019185774450164
57395fb8-65fd-4d50-acdb-97df0060042c,"Miami-Bird Rd, FL",OPEN, 7396 SW 40th ST Miami,Miami,FL,33155,25.73295975,-80.31497955,3052640087,1245000,Miami city,235810.0,4205.0,3255.0,443665.0,1.6814488409047368
0af5ef43-47b9-473d-b0ae-59ffc3a79c0b,"Coral Springs - South, FL",PERMANENTLY_CLOSED,1308 Coral Ridge Drive,Coral Springs,FL,33071,26.24765205,-80.28028107,9548002721,1214400,Coral Springs city,68434.0,2612.0,1013.0,133801.0,2.7092473150424885
975b43ef-398a-4976-893a-3aae69150a80,"Downtown Dadeland, FL",OPEN,"9045 SW 72nd Place, Suite E150C",Kendall,FL,33156,25.68667412,-80.31282806,3052227400,1236100,Kendall CDP,40872.0,1494.0,867.0,78402.0,3.0114027703374915
ff2d144f-69c4-4145-9cdd-bd41b48fdf82,"Coral Gables, FL",OPEN,2300 Salzedo St,Coral Gables,FL,33134,25.75107002,-80.26076508,3054606006,1214250,Coral Gables city,23168.0,618.0,385.0,49696.0,2.0182710882163555
0969bbe8-8f6d-4762-8bd8-8925d6035e7d,"Parkland - Coral Springs, FL",OPEN,6230 Coral Ridge Drive,Coral Springs,FL,33076,26.30760384,-80.28035736,9543457518,1214400,Coral Springs city,68434.0,2612.0,1013.0,133801.0,2.7092473150424885
6714efed-2cc5-446b-9d90-1692fd3e061a,"Hallandale Beach, FL",PERMANENTLY_CLOSED,419 N. Federal Highway Suite 107,Hallandale Beach,FL,33009,25.99031639,-80.14276123,9548896894,1228452,Hallandale Beach city,19571.0,321.0,282.0,41102.0,1.467081893825118
a891b0b6-d4c1-454f-be57-35e46a832fbb,"Aventura, FL",OPEN,"18839 NE Biscayne Boulevard, Suite A",Aventura,FL,33180,25.95080757,-80.14655304,3054000544,1202681,Aventura city,17441.0,564.0,264.0,39621.0,2.0898008631786174
90857aca-6ed0-4459-a7f9-d8b9bfac9942,"Fort Lauderdale, FL ",OPEN,1835 Cordova Rd.,Ft. Lauderdale,FL,33316,26.09902573,-80.13076019,9547656014,1239475,Lauderdale-by-the-Sea town,2591.0,91.0,25.0,6202.0,1.870364398581103
253ee5b8-38e2-4b3a-bcfc-ba111042e7ab,"Hollywood, FL",OPEN,3251 Hollywood Blvd,Hollywood,FL,33021,26.01392746,-80.17398834,9545918053,1232000,Hollywood city,80994.0,1124.0,704.0,152764.0,1.1966170040061794
75bb851c-6d3f-48f3-9bb7-d30c572c1fc5,"Central Fort Lauderdale, FL",OPEN,2354 N Federal Hwy,Ft. Lauderdale,FL,33305,26.15425873,-80.11738586,9543722361,1239475,Lauderdale-by-the-Sea town,2591.0,91.0,25.0,6202.0,1.870364398581103
9ffb6fea-329a-4a3b-99b2-5231ef2860a7,"Miami Shores, FL",OPEN,9017 Biscayne Blvd,Miami Shores,FL,33138,25.858062,-80.183012,3056151299,1245175,Miami Shores village,5537.0,107.0,48.0,11638.0,1.3318439594432032
2a6c3f24-9d94-4a86-a92b-50690818857c,"North Ft. Lauderdale - Commercial, FL",OPEN,1759 E Commercial Blvd.,Ft. Lauderdale,FL,33334,26.18913651,-80.12351227,9542299800,1239475,Lauderdale-by-the-Sea town,2591.0,91.0,25.0,6202.0,1.870364398581103
7dbc89a1-ba29-4b69-ad3d-d27b8cb33b33,"Miami - Design District, FL",OPEN,89 NE 38th Street,Miami,FL,33137,25.81203842,-80.19358063,7866673757,1245000,Miami city,235810.0,4205.0,3255.0,443665.0,1.6814488409047368
eaac10d6-513e-4290-b8a8-c8a9ccc6c3f4,"South Beach, FL",PERMANENTLY_CLOSED,1115 5th Street,Miami Beach,FL,33139,25.77460098,-80.13988495,3056950085,1245025,Miami Beach city,47227.0,1909.0,426.0,82400.0,2.83373786407767
c6b4bb69-2fc3-4124-8fb6-cab3ad433635,"Pompano Beach, FL",OPEN,1700 NE 23rd Street,Pompano Beach,FL,33062,26.258792,-80.102038,9542464735,1258050,Pompano Beach city,53566.0,1263.0,550.0,111790.0,1.6217908578584845
0f839148-1ac2-4aaa-8875-9dc147022605,"Downtown Miami - Vizcayne, FL",OPEN,269 NE 2nd Street,Miami,FL,33132,25.77699089,-80.188797,7865897231,1245000,Miami city,235810.0,4205.0,3255.0,443665.0,1.6814488409047368
211f3150-3127-4467-a41c-1eb4c38e4690,"Brickell, FL",PERMANENTLY_CLOSED,800 Brickell Ave Suite 202,Brickell,FL,33131,25.765954,-80.191765,7865584422,,,,,,,
848d2b50-313f-49f0-a803-5e9782837219,"Coconut Creek, FL",OPEN,"4449 Lyons Road, J-103",Coconut Creek,FL,33073,26.284758,-80.187246,9545109400,1213275,Coconut Creek city,30012.0,1202.0,688.0,57574.0,3.2827317886546012
a006cb05-ad0a-469a-9d2d-4a52d1b38963,"Boca Raton - East, FL",OPEN,10 East Palmetto Park Road,Boca Raton,FL,33432,26.35004044,-80.08714294,5615717740,1207300,Boca Raton city,45069.0,1614.0,835.0,97980.0,2.4994896917738316
3faf5e12-327c-42e6-adb7-1363b57c4d04,"Boca Raton - Central, FL",OPEN,5050 Town Center Circle,Boca Raton,FL,33486,26.363246,-80.122895,5613696396,1207300,Boca Raton city,45069.0,1614.0,835.0,97980.0,2.4994896917738316
28f91413-9af6-4361-9d71-db5070465a64,"Boca Raton - West, FL",OPEN,"8903 Glades Rd, Ste H13",Boca Raton,FL,33434,26.36971855,-80.18521118,5614881955,1207300,Boca Raton city,45069.0,1614.0,835.0,97980.0,2.4994896917738316
5f30273e-e535-4486-835c-afce6f1ba5f7,"Delray Beach -East, FL",PERMANENTLY_CLOSED,3100 S Federal Hwy #1,Delray Beach,FL,33483,26.42629814,-80.07328033,5612742550,1217100,Delray Beach city,33369.0,853.0,449.0,66646.0,1.9536056177415
004d1e46-4e9d-4911-ae29-f0af4681c35e,"Delray Beach North, FL",OPEN,264-278 SE 5th Avenue,Delray Beach,FL,33483,26.45669746,-80.06822968,5616750600,1217100,Delray Beach city,33369.0,853.0,449.0,66646.0,1.9536056177415
2ba85c04-db4a-454d-bff9-daeb93d96154,"Delray Beach - West, FL",OPEN,"9097 West Atlantic Avenue, Suite 110",Delray Beach,FL,33446,26.45464134,-80.19081879,5613761127,1217100,Delray Beach city,33369.0,853.0,449.0,66646.0,1.9536056177415
1f6f9184-8ece-46c4-91ab-b82c3ec08a3c,"Boynton Beach, FL",OPEN,395 N. Congress Ave. Unit 10,Boynton Beach,FL,33426,26.52996445,-80.09041595,5617346777,1207875,Boynton Beach city,41996.0,840.0,431.0,80068.0,1.5874007093970126
f990e984-bf7f-414a-af29-50cba362e8f8,"Boynton Beach West, FL",OPEN,7375 Boynton Beach Blvd,Boynton Beach,FL,33437,26.52859,-80.162398,5612100230,1207875,Boynton Beach city,41996.0,840.0,431.0,80068.0,1.5874007093970126
e4996c95-ee9c-4d42-904d-3c7754dad007,"Lake Worth, FL",OPEN,6177 Jog Road  #9D,Lake Worth,FL,33467,26.58742905,-80.14749908,5613276100,1239081,Lake Worth Beach city,21610.0,201.0,98.0,42188.0,0.7087323409500331
acce4a1c-98ab-4b69-bc33-29fbf07a75ad,"Wellington, FL",OPEN,2625 State Road 7,Wellington,FL,33414,26.6418457,-80.20476532,5612960485,1275812,Wellington village,28827.0,1202.0,755.0,61373.0,3.1886986133967703
ab0a024f-b02c-48a4-8bfd-a65e27122296,"West Palm Beach, FL",OPEN,1900 Okeechobee Blvd Bay A-1,West Palm Beach,FL,33409,26.704948,-80.080549,5617711180,1276600,West Palm Beach city,58582.0,1660.0,850.0,117588.0,2.13457155492057
bdfc76e0-5eb9-4ad2-8523-56f3c25bc067,"Royal Palm Beach, FL",OPEN,11021 Southern Blvd. S-130,Royal Palm Beach,FL,33411,26.68258095,-80.2228775,5617538111,1262100,Royal Palm Beach village,20642.0,541.0,674.0,38874.0,3.125482327519679
ab73589a-8a3c-4712-b7aa-81046a22a3c6,"Laredo, TX",OPEN,3502 East Del Mar Boulevard,Laredo,TX,78045,27.58362007,-99.44882202,9562310232,4841464,Laredo city,107199.0,1308.0,871.0,255293.0,0.8535290822701759
151eea66-e432-444d-842d-562c11fb8e65,"Sarasota, FL",OPEN,6509 South Tamiami Trail,Sarasota,FL,34231,27.26023865,-82.52233887,9414442439,1238690,Lake Sarasota CDP,2098.0,17.0,51.0,3701.0,1.837341259119157
724da3c8-714e-4d3d-86c1-22824f3a8718,"Sarasota Downtown, FL",OPEN,1605 Main St,Sarasota,FL,34236,27.33677101,-82.53805542,9414442440,1238690,Lake Sarasota CDP,2098.0,17.0,51.0,3701.0,1.837341259119157
9133e5d1-3f9c-4b1f-b9a3-a640b5bc6518,"University Park, FL",OPEN,5275 University Parkway Unit 116,Bradenton,FL,34201,27.39053345,-82.46585083,9414442435,1207950,Bradenton city,23054.0,349.0,272.0,55795.0,1.1130029572542344
7cc297b0-7959-4992-b17f-55d339e6171f,"Lakewood Ranch, FL",OPEN,5496 Lena Rd,Bradenton,FL,34211,27.44074821,-82.4548645,9414442442,1207950,Bradenton city,23054.0,349.0,272.0,55795.0,1.1130029572542344
3f3f8d18-3c6c-4738-8d72-8c21a75d7bad,"Port ST. Lucie, FL",OPEN,884 SW St. Lucie West Blvd.,Port St. Lucie,FL,34986,27.361041,-80.380107,7722121470,1258715,Port St. Lucie city,96939.0,2166.0,1173.0,210520.0,1.5860725821774655
5cafee4b-5277-4b4f-a0ec-0d1cff6446e9,"Westlake, FL",OPEN,4951 Seminole Pratt Whitney Rd,Westlake,FL,33470,26.750778,-80.307847,5614593311,1276417,Westlake city,913.0,39.0,0.0,1855.0,2.102425876010782
a0080573-595d-45dd-8fbf-24aca1f5b342,"Jensen Beach, FL",OPEN,4215 NW Federal HWY,Jensen Beach,FL,34957,27.257705,-80.277684,7722618119,1235550,Jensen Beach CDP,5287.0,54.0,140.0,12581.0,1.5420077895238853
441813f9-d2b4-4e4d-aa67-101d9e8d87a3,"Stuart, FL",OPEN,2303 SE Federal Hwy,Stuart,FL,34994,27.1778965,-80.23660278,7722668344,1268875,Stuart city,8219.0,165.0,128.0,17639.0,1.6610918986337093
1021e151-bc81-4db1-a9e2-ec9e79236cc5,"Jupiter, FL",OPEN,6390 W. Indiantown Road Suite 24A,Jupiter,FL,33458,26.93382645,-80.13231659,5617437770,1235875,Jupiter town,30271.0,804.0,783.0,60926.0,2.604799264681745
c1164f1c-3c0a-4ed7-9430-98a57d33075b,"Palm Beach Gardens East, FL",OPEN,2612 PGA Blvd.,Palm Beach Gardens,FL,33410,26.84462357,-80.07531738,5618590683,1254075,Palm Beach Gardens city,27504.0,813.0,761.0,59088.0,2.663823449769835
3820e690-4c04-422b-8873-561d1b567b6f,"Palm Beach Gardens, FL",PERMANENTLY_CLOSED,"6271 PGA Boulevard, #203",Palm Beach Gardens,FL,33418,26.8415947,-80.13409424,5617022308,1254075,Palm Beach Gardens city,27504.0,813.0,761.0,59088.0,2.663823449769835
089e247b-4b47-4369-bced-c08371380546,"Corpus Christi, TX",OPEN,"4938 South Staples St., Suite C-18",Corpus Christi,TX,78412,27.707712,-97.368231,3615006015,4817000,Corpus Christi city,146502.0,1948.0,2537.0,317804.0,1.4112471837988194
7b3acc9d-4c1b-4a17-81f1-6f338ed3486e,"Largo, FL",OPEN,10500 Ulmerton Road 220,Largo,FL,33771,27.89227867,-82.78541565,7274003933,1236375,Key Largo CDP,5834.0,91.0,22.0,12021.0,0.9400216288162382
a60f81a3-90a3-453e-a682-b4bceb2773e3,"Clearwater , FL",OPEN,25853 U.S. 19 N,Clearwater,FL,33763,28.00724792,-82.72991943,7272889897,1212875,Clearwater city,54877.0,2097.0,685.0,116984.0,2.378102988442864
d16510f1-8126-4745-9ae5-4f8c45eb6f3c,"Palm Harbor, FL",OPEN,"33645 US Highway, 19 North",Palm Harbor,FL,34660,28.07839966,-82.73844147,7272889901,1254350,Palm Harbor CDP,29612.0,1236.0,562.0,61589.0,2.9193524817743426
f95d541e-dd8d-4c82-94de-c2215a0d50f1,"Tyrone, FL",OPEN,1530 66th Street North,Saint Petersburg,FL,33710,27.78574371,-82.72836304,7272356998,,,,,,,
a46063bc-2cc3-4a58-9bce-3ea00229d235,"Westchase - Tampa, FL",PERMANENTLY_CLOSED,11721 W. Hillsborough Ave.,Tampa,FL,33635,28.01568604,-82.6153717,8138528009,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
402988a9-0482-4169-a137-755d1090bf67,"St. Petersburg, FL",OPEN,5032 4th Street North,Saint Petersburg,FL,33703,27.81838226,-82.63916779,7278975566,,,,,,,
630b95cb-6b60-4a93-b1ef-44d2a94618ee,"St. Petersburg - Downtown, FL",OPEN,640 1st Avenue South,Saint Petersburg,FL,33701,27.77002907,-82.6424942,7275135646,,,,,,,
a2c65770-b692-485b-8e0f-0191193a6a79,"Trinity, FL",OPEN,12546 State Road 54,Odessa,FL,33556,28.18951416,-82.60765839,7275001212,1251100,Odessa CDP,3715.0,288.0,98.0,7538.0,5.120721676837357
4840b200-53cf-44eb-81be-858ccd9deec5,"Tampa-Gandy, FL",OPEN,"4810 S Manhattan Ave, Ste 102",Tampa,FL,33611,27.894426,-82.51818,8137736623,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
6bcb2cda-702e-443f-8580-b29fb7226825,"South Tampa, FL",OPEN,115 South Dale Mabry Highway,Tampa,FL,33609,27.94359016,-82.50614166,8133560620,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
c08236d5-9aa7-45ef-9498-525fde854150,"Carrollwood, FL",OPEN,13122 N Dale Mabry Hwy,Tampa,FL,33618,28.06594276,-82.50507355,8139643194,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
cfb9512a-d6fa-40d2-b57a-35378af88b8d,"Tampa Water Street, FL",OPEN,1061 E Cumberland Ave,Tampa,FL,33602,27.94488,-82.449995,8135139845,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
14e1bb20-3567-4b37-be22-ed11d09c1f39,"USF-Tampa, FL",OPEN,2798-B Fowler Ave,Tampa,FL,33612,28.05501366,-82.42715454,8134002977,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
f2c9e122-927e-4a95-b456-177dc16c129b,"New Tampa, FL",PERMANENTLY_CLOSED,17515 Preserve Walk Lane,Tampa,FL,33647,28.12826347,-82.36881256,8137743488,1271000,Tampa city,195458.0,8357.0,3171.0,388768.0,2.9652646308338135
20f57073-50af-4d9e-b06f-2a4fc1ba4fec,"Wesley Chapel, FL",OPEN,28210 Paseo Drive 110,Wesley Chapel,FL,33543,28.18814468,-82.34973907,8132350664,1275875,Wesley Chapel CDP,36137.0,2401.0,538.0,68814.0,4.270933240329003
18c598cf-32cf-4ade-86a7-e339c3bcf030,"Brandon, FL",PERMANENTLY_CLOSED,2052 Badlands St,Brandon,FL,33511,27.92741776,-82.31632996,8137743800,1208150,Brandon CDP,59115.0,2793.0,1026.0,114923.0,3.323094593771482
63f7264e-baaa-4cc9-80f9-f2b74fb2984f,"Riverview, FL",OPEN,10173 Big Bend Rd. Suite 5,Riverview,FL,33578,27.7919426,-82.33522034,8136075646,1260950,Riverview CDP,51997.0,2343.0,940.0,102467.0,3.2039583475655573
a472d165-aed8-4b29-b399-1bcccc85bc51,"Lithia, FL",OPEN,3311 Lithia Pine Crest Road,Valrico,FL,33594,27.896157,-82.243898,8137434683,1273700,Valrico CDP,20104.0,953.0,634.0,38594.0,4.112038140643624
6f7f9a57-2486-4364-b870-ff7966bcae40,"Lakeland, FL",PERMANENTLY_CLOSED,1489 Town Center Dr.,Lakeland,FL,33803,28.000699,-81.979854,8632261303,1238250,Lakeland city,49759.0,1717.0,957.0,114404.0,2.3373308625572533
7a4557df-0d5f-464f-a2c5-19da846028b5,"Celebration, FL",OPEN,49 Blake Boulevard,Celebration,FL,34747,28.33050156,-81.52763367,4076132161,1211285,Celebration CDP,5243.0,105.0,94.0,12030.0,1.654197838736492
e9e4b353-4d2c-42e6-9dba-cea71b115879,"Windermere, FL",OPEN,13620 Summerport Village Pkwy,Windermere,FL,34786,28.47667313,-81.58387756,4075022656,1278050,Windermere town,1462.0,38.0,27.0,3043.0,2.1360499507065396
f9da62be-36c7-4431-94dc-03276b169e23,"Clermont, FL",OPEN,13900 County Rd 455,Clermont,FL,34711,28.54943848,-81.68227386,4079102333,1212925,Clermont city,17514.0,427.0,207.0,43266.0,1.4653538575324734
06b369e1-1a1c-49b3-bb7e-854868773be3,"Hunters Creek, FL",PERMANENTLY_CLOSED,1021 West Osceola Parkway,Kissimmee,FL,34741,28.341219,-81.412049,4077204646,1236950,Kissimmee city,37461.0,811.0,301.0,78478.0,1.4169576186956854
3c6f38ed-fbca-47ee-8e72-8f01560de59f,"Orlando - Dr Phillips, FL",OPEN,"7343 W Sand Lake Rd., Suite 1001",Orlando,FL,32819,28.45098305,-81.48119354,4079822822,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
5af73738-8846-48ea-9695-2a0f896e2456,"Winter Garden, FL",OPEN,2883 Maguire Rd. Units A1004 and A1005,Windermere,FL,34786,28.52847672,-81.54259491,4078957002,1278050,Windermere town,1462.0,38.0,27.0,3043.0,2.1360499507065396
87b05e6f-32fc-4da8-beaa-de687aab7cd7,"Orlando - Millenia, FL",PERMANENTLY_CLOSED,4570 S Kirkman Rd,Orlando,FL,32811,28.494915,-81.459261,4079304200,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
988466a0-4668-4fcc-b821-4dfe023b7b88,"West Melbourne, FL",PERMANENTLY_CLOSED,1559 W. New Haven Avenue,WEST MELBOURNE,FL,32904,28.077478,-80.648265,3213699169,1276500,West Melbourne city,12428.0,1015.0,907.0,26762.0,7.18182497571183
8bd7ad1d-f9f0-43b3-904b-aae3a84f44d3,"North Melbourne, FL",OPEN,"6365 Wickham Road , D301",Melbourne,FL,32940,28.216488,-80.672185,3218004466,1243975,Melbourne city,39938.0,2020.0,2048.0,84982.0,4.7868960485749925
10b6bce6-5682-44ee-97c3-5082c9d65c5e,"Nona South, FL",OPEN,12851 NARCOOSSEE RD,Orlando,FL,32832,28.379381,-81.244211,4077340527,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
1dbcfa51-5f6f-41a8-855c-c13223bc2acc,"Nona North, FL",OPEN,"9161 Narcoossee Road, Suite #104",Orlando,FL,32827,28.43406487,-81.25627136,4079956220,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
66a979bc-b762-4b10-8a09-68b3a7f080b4,"Orlando - Waterford Park, FL",OPEN, 12301 Lake Underhill Rd Orlando,Oralndo,FL,32828,28.5473,-81.20286,4074402906,,,,,,,
50d8ae92-c65f-4de8-a5c6-61b682415d85,"Vero Beach, FL",OPEN,5240 US HWY 1,Vero Beach,FL,32967,27.69222641,-80.412117,7722053733,1274150,Vero Beach city,7423.0,82.0,34.0,16531.0,0.7017119351521384
15b9e588-bddc-49c8-836d-249c986b1668,Orlando - Sodo,OPEN,1725 South Orange Avenue,ORLANDO,FL,32806,28.52180672,-81.37613678,4074775388,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
e4e73736-27a8-4335-ba79-c7e16adf0e10,"UCF, FL",PERMANENTLY_CLOSED,4100 N Alafaya Trail Suite #143,Orlando,FL,32826,28.598582,-81.208407,4077237700,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
64338379-e346-4353-be36-e8546a8048f1,"Colonial Plaza, FL",OPEN, 2714 E Colonial Drive,Orlando,FL,32803,28.55233002,-81.34867096,4078981888,1253000,Orlando city,168816.0,5658.0,3797.0,307738.0,3.0724187458162464
61b49bca-677d-4a31-b284-22f4059899de,"Winter Park, FL",OPEN,115 North Orlando Ave,Winter Park,FL,32789,28.59799,-81.365321,4079153373,1278300,Winter Park city,13767.0,516.0,585.0,29985.0,3.6718359179589792
ba5178af-47fe-4653-937b-8c6ff3f800c2,"Oviedo, FL",OPEN,976 West Mitchell Hammock Road,OVIEDO,FL,32765,28.65526772,-81.2228241,4079956222,1253575,Oviedo city,20675.0,1147.0,906.0,39552.0,5.190635113268608
767b47a5-ac86-4002-a81d-fa96f7dd73df,"Winter Springs, FL",OPEN,5701 Red Bug Lake Rd,Winter Springs,FL,32708,28.646094,-81.268639,4072782294,1278325,Winter Springs city,20648.0,890.0,594.0,38205.0,3.8843083366051565
ff8fc44c-208a-48c9-97f3-b118cac1a7b2,"Potranco, TX",OPEN,10538 Potranco Rd.,San Antonio,TX,78245,29.43561172,-98.70036316,2108024599,4865000,San Antonio city,694269.0,21977.0,9439.0,1445662.0,2.173122071410883
104f5a96-ef73-44c7-9314-81b740f4ff5c,"Alamo Ranch, TX",OPEN,5619 NW loop 1604  Suite 122,San Antonio,TX,78253,29.49355125,-98.70738983,2108990100,4865000,San Antonio city,694269.0,21977.0,9439.0,1445662.0,2.173122071410883
eca5a258-92cf-483b-b1f8-1f0b0fb350c4,"Bandera, TX",OPEN,11600 Bandera Road,San Antonio,TX,78250,29.55227661,-98.66321564,2108990099,4865000,San Antonio city,694269.0,21977.0,9439.0,1445662.0,2.173122071410883
173e0181-b891-452c-9cf6-feb3c60c8a4e,"Huebner, TX",OPEN,12055 Vance Jackson Road,San Antonio,TX,78230,29.55275154,-98.57252502,2108990044,4865000,San Antonio city,694269.0,21977.0,9439.0,1445662.0,2.173122071410883
