id,name,status,address,city,state,postal_code,latitude,longitude,phone
2ba85c04-db4a-454d-bff9-daeb93d96154,"Delray Beach - West, FL",OPEN,"9097 West Atlantic Avenue, Suite 110",Delray Beach,Florida,33446,26.45464134,-80.19081879,5613761127
1f6f9184-8ece-46c4-91ab-b82c3ec08a3c,"Boynton Beach, FL",OPEN,395 N. Congress Ave. Unit 10,Boynton Beach,Florida,33426,26.52996445,-80.09041595,5617346777
f990e984-bf7f-414a-af29-50cba362e8f8,"Boynton Beach West, FL",OPEN,7375 Boynton Beach Blvd,Boynton Beach,Florida,33437,26.52859,-80.162398,5612100230
e4996c95-ee9c-4d42-904d-3c7754dad007,"Lake Worth, FL",OPEN,6177 Jog Road  #9D,Lake Worth,Florida,33467,26.58742905,-80.14749908,5613276100
acce4a1c-98ab-4b69-bc33-29fbf07a75ad,"Wellington, FL",OPEN,2625 State Road 7,Wellington,Florida,33414,26.6418457,-80.20476532,5612960485
ab0a024f-b02c-48a4-8bfd-a65e27122296,"West Palm Beach, FL",OPEN,1900 Okeechobee Blvd Bay A-1,West Palm Beach,Florida,33409,26.704948,-80.080549,5617711180
bdfc76e0-5eb9-4ad2-8523-56f3c25bc067,"Royal Palm Beach, FL",OPEN,11021 Southern Blvd. S-130,Royal Palm Beach,Florida,33411,26.68258095,-80.2228775,5617538111
ab73589a-8a3c-4712-b7aa-81046a22a3c6,"Laredo, TX",OPEN,3502 East Del Mar Boulevard,Laredo,Texas,78045,27.58362007,-99.44882202,9562310232
151eea66-e432-444d-842d-562c11fb8e65,"Sarasota, FL",OPEN,6509 South Tamiami Trail,Sarasota,Florida,34231,27.26023865,-82.52233887,9414442439
724da3c8-714e-4d3d-86c1-22824f3a8718,"Sarasota Downtown, FL",OPEN,1605 Main St,Sarasota,Florida,34236,27.33677101,-82.53805542,9414442440
9133e5d1-3f9c-4b1f-b9a3-a640b5bc6518,"University Park, FL",OPEN,5275 University Parkway Unit 116,Bradenton,Florida,34201,27.39053345,-82.46585083,9414442435
7cc297b0-7959-4992-b17f-55d339e6171f,"Lakewood Ranch, FL",OPEN,5496 Lena Rd,Bradenton,Florida,34211,27.44074821,-82.4548645,9414442442
3f3f8d18-3c6c-4738-8d72-8c21a75d7bad,"Port ST. Lucie, FL",OPEN,884 SW St. Lucie West Blvd.,Port St. Lucie,Florida,34986,27.361041,-80.380107,7722121470
5cafee4b-5277-4b4f-a0ec-0d1cff6446e9,"Westlake, FL",OPEN,4951 Seminole Pratt Whitney Rd,Westlake,Florida,33470,26.750778,-80.307847,5614593311
a0080573-595d-45dd-8fbf-24aca1f5b342,"Jensen Beach, FL",OPEN,4215 NW Federal HWY,Jensen Beach,Florida,34957,27.257705,-80.277684,7722618119
441813f9-d2b4-4e4d-aa67-101d9e8d87a3,"Stuart, FL",OPEN,2303 SE Federal Hwy,Stuart,Florida,34994,27.1778965,-80.23660278,7722668344
1021e151-bc81-4db1-a9e2-ec9e79236cc5,"Jupiter, FL",OPEN,6390 W. Indiantown Road Suite 24A,Jupiter,Florida,33458,26.93382645,-80.13231659,5617437770
c1164f1c-3c0a-4ed7-9430-98a57d33075b,"Palm Beach Gardens East, FL",OPEN,2612 PGA Blvd.,Palm Beach Gardens,Florida,33410,26.84462357,-80.07531738,5618590683
3820e690-4c04-422b-8873-561d1b567b6f,"Palm Beach Gardens, FL",PERMANENTLY_CLOSED,"6271 PGA Boulevard, #203",Palm Beach Gardens,Florida,33418,26.8415947,-80.13409424,5617022308
089e247b-4b47-4369-bced-c08371380546,"Corpus Christi, TX",OPEN,"4938 South Staples St., Suite C-18",Corpus Christi,Texas,78412,27.707712,-97.368231,3615006015
7b3acc9d-4c1b-4a17-81f1-6f338ed3486e,"Largo, FL",OPEN,10500 Ulmerton Road 220,Largo,Florida,33771,27.89227867,-82.78541565,7274003933
a60f81a3-90a3-453e-a682-b4bceb2773e3,"Clearwater , FL",OPEN,25853 U.S. 19 N,Clearwater,Florida,33763,28.00724792,-82.72991943,7272889897
d16510f1-8126-4745-9ae5-4f8c45eb6f3c,"Palm Harbor, FL",OPEN,"33645 US Highway, 19 North",Palm Harbor,Florida,34660,28.07839966,-82.73844147,7272889901
f95d541e-dd8d-4c82-94de-c2215a0d50f1,"Tyrone, FL",OPEN,1530 66th Street North,Saint Petersburg,Florida,33710,27.78574371,-82.72836304,7272356998
a46063bc-2cc3-4a58-9bce-3ea00229d235,"Westchase - Tampa, FL",PERMANENTLY_CLOSED,11721 W. Hillsborough Ave.,Tampa,Florida,33635,28.01568604,-82.6153717,8138528009
402988a9-0482-4169-a137-755d1090bf67,"St. Petersburg, FL",OPEN,5032 4th Street North,Saint Petersburg,Florida,33703,27.81838226,-82.63916779,7278975566
630b95cb-6b60-4a93-b1ef-44d2a94618ee,"St. Petersburg - Downtown, FL",OPEN,640 1st Avenue South,Saint Petersburg,Florida,33701,27.77002907,-82.6424942,7275135646
a2c65770-b692-485b-8e0f-0191193a6a79,"Trinity, FL",OPEN,12546 State Road 54,Odessa,Florida,33556,28.18951416,-82.60765839,7275001212
4840b200-53cf-44eb-81be-858ccd9deec5,"Tampa-Gandy, FL",OPEN,"4810 S Manhattan Ave, Ste 102",Tampa,Florida,33611,27.894426,-82.51818,8137736623
6bcb2cda-702e-443f-8580-b29fb7226825,"South Tampa, FL",OPEN,115 South Dale Mabry Highway,Tampa,Florida,33609,27.94359016,-82.50614166,8133560620
c08236d5-9aa7-45ef-9498-525fde854150,"Carrollwood, FL",OPEN,13122 N Dale Mabry Hwy,Tampa,Florida,33618,28.06594276,-82.50507355,8139643194
cfb9512a-d6fa-40d2-b57a-35378af88b8d,"Tampa Water Street, FL",OPEN,1061 E Cumberland Ave,Tampa,Florida,33602,27.94488,-82.449995,8135139845
14e1bb20-3567-4b37-be22-ed11d09c1f39,"USF-Tampa, FL",OPEN,2798-B Fowler Ave,Tampa,Florida,33612,28.05501366,-82.42715454,8134002977
f2c9e122-927e-4a95-b456-177dc16c129b,"New Tampa, FL",PERMANENTLY_CLOSED,17515 Preserve Walk Lane,Tampa,Florida,33647,28.12826347,-82.36881256,8137743488
20f57073-50af-4d9e-b06f-2a4fc1ba4fec,"Wesley Chapel, FL",OPEN,28210 Paseo Drive 110,Wesley Chapel,Florida,33543,28.18814468,-82.34973907,8132350664
18c598cf-32cf-4ade-86a7-e339c3bcf030,"Brandon, FL",PERMANENTLY_CLOSED,2052 Badlands St,Brandon,Florida,33511,27.92741776,-82.31632996,8137743800
63f7264e-baaa-4cc9-80f9-f2b74fb2984f,"Riverview, FL",OPEN,10173 Big Bend Rd. Suite 5,Riverview,Florida,33578,27.7919426,-82.33522034,8136075646
a472d165-aed8-4b29-b399-1bcccc85bc51,"Lithia, FL",OPEN,3311 Lithia Pine Crest Road,Valrico,Florida,33594,27.896157,-82.243898,8137434683
6f7f9a57-2486-4364-b870-ff7966bcae40,"Lakeland, FL",PERMANENTLY_CLOSED,1489 Town Center Dr.,Lakeland,Florida,33803,28.000699,-81.979854,8632261303
7a4557df-0d5f-464f-a2c5-19da846028b5,"Celebration, FL",OPEN,49 Blake Boulevard,Celebration,Florida,34747,28.33050156,-81.52763367,4076132161
e9e4b353-4d2c-42e6-9dba-cea71b115879,"Windermere, FL",OPEN,13620 Summerport Village Pkwy,Windermere,Florida,34786,28.47667313,-81.58387756,4075022656
f9da62be-36c7-4431-94dc-03276b169e23,"Clermont, FL",OPEN,13900 County Rd 455,Clermont,Florida,34711,28.54943848,-81.68227386,4079102333
06b369e1-1a1c-49b3-bb7e-854868773be3,"Hunters Creek, FL",PERMANENTLY_CLOSED,1021 West Osceola Parkway,Kissimmee,Florida,34741,28.341219,-81.412049,4077204646
3c6f38ed-fbca-47ee-8e72-8f01560de59f,"Orlando - Dr Phillips, FL",OPEN,"7343 W Sand Lake Rd., Suite 1001",Orlando,Florida,32819,28.45098305,-81.48119354,4079822822
5af73738-8846-48ea-9695-2a0f896e2456,"Winter Garden, FL",OPEN,2883 Maguire Rd. Units A1004 and A1005,Windermere,Florida,34786,28.52847672,-81.54259491,4078957002
87b05e6f-32fc-4da8-beaa-de687aab7cd7,"Orlando - Millenia, FL",PERMANENTLY_CLOSED,4570 S Kirkman Rd,Orlando,Florida,32811,28.494915,-81.459261,4079304200
988466a0-4668-4fcc-b821-4dfe023b7b88,"West Melbourne, FL",PERMANENTLY_CLOSED,1559 W. New Haven Avenue,WEST MELBOURNE,Florida,32904,28.077478,-80.648265,3213699169
8bd7ad1d-f9f0-43b3-904b-aae3a84f44d3,"North Melbourne, FL",OPEN,"6365 Wickham Road , D301",Melbourne,Florida,32940,28.216488,-80.672185,3218004466
10b6bce6-5682-44ee-97c3-5082c9d65c5e,"Nona South, FL",OPEN,12851 NARCOOSSEE RD,Orlando,Florida,32832,28.379381,-81.244211,4077340527
1dbcfa51-5f6f-41a8-855c-c13223bc2acc,"Nona North, FL",OPEN,"9161 Narcoossee Road, Suite #104",Orlando,Florida,32827,28.43406487,-81.25627136,4079956220
66a979bc-b762-4b10-8a09-68b3a7f080b4,"Orlando - Waterford Park, FL",OPEN, 12301 Lake Underhill Rd Orlando,Oralndo,Florida,32828,28.5473,-81.20286,4074402906
50d8ae92-c65f-4de8-a5c6-61b682415d85,"Vero Beach, FL",OPEN,5240 US HWY 1,Vero Beach,Florida,32967,27.69222641,-80.412117,7722053733
15b9e588-bddc-49c8-836d-249c986b1668,Orlando - Sodo,OPEN,1725 South Orange Avenue,ORLANDO,Florida,32806,28.52180672,-81.37613678,4074775388
e4e73736-27a8-4335-ba79-c7e16adf0e10,"UCF, FL",PERMANENTLY_CLOSED,4100 N Alafaya Trail Suite #143,Orlando,Florida,32826,28.598582,-81.208407,4077237700
64338379-e346-4353-be36-e8546a8048f1,"Colonial Plaza, FL",OPEN, 2714 E Colonial Drive,Orlando,Florida,32803,28.55233002,-81.34867096,4078981888
61b49bca-677d-4a31-b284-22f4059899de,"Winter Park, FL",OPEN,115 North Orlando Ave,Winter Park,Florida,32789,28.59799,-81.365321,4079153373
ba5178af-47fe-4653-937b-8c6ff3f800c2,"Oviedo, FL",OPEN,976 West Mitchell Hammock Road,OVIEDO,Florida,32765,28.65526772,-81.2228241,4079956222
767b47a5-ac86-4002-a81d-fa96f7dd73df,"Winter Springs, FL",OPEN,5701 Red Bug Lake Rd,Winter Springs,Florida,32708,28.646094,-81.268639,4072782294
ff8fc44c-208a-48c9-97f3-b118cac1a7b2,"Potranco, TX",OPEN,10538 Potranco Rd.,San Antonio,Texas,78245,29.43561172,-98.70036316,2108024599
104f5a96-ef73-44c7-9314-81b740f4ff5c,"Alamo Ranch, TX",OPEN,5619 NW loop 1604  Suite 122,San Antonio,Texas,78253,29.49355125,-98.70738983,2108990100
eca5a258-92cf-483b-b1f8-1f0b0fb350c4,"Bandera, TX",OPEN,11600 Bandera Road,San Antonio,Texas,78250,29.55227661,-98.66321564,2108990099
173e0181-b891-452c-9cf6-feb3c60c8a4e,"Huebner, TX",OPEN,12055 Vance Jackson Road,San Antonio,Texas,78230,29.55275154,-98.57252502,2108990044
7bf7ad25-7037-4e3c-85e3-fe9213b88c5b,"Quarry Village, TX",OPEN,320 East Basse Road Suite 320-107,San Antonio,Texas,78209,29.49604988,-98.47826385,2106409447
87fc0172-1ac1-400b-8c02-dff4259e3b61,Alamo Heights,OPEN,6482 N New Braunfels Avenue,San Antonio,Texas,78209,29.48983383,-98.45875549,2109604440
adeebfbf-f99d-405f-ae10-69a8d7274086,La Cantera,PERMANENTLY_CLOSED,"15900 La Cantera Parkway, Suite 26160",San Antonio,Texas,78256,29.59354019,-98.61450195,2108763800
66ead6a2-3953-4577-9377-3769b97ffead,Bitters,OPEN,13433 San Pedro Avenue,San Antonio,Texas,78232,29.56472778,-98.4828949,2105044596
e30e7c3f-15ae-4093-86d8-534e774afe95,"Cibolo, TX",OPEN,513 Cibolo Valley Drive,Cibolo,Texas,78108,29.57230949,-98.23455811,2105010299
22d829d2-c4e9-41fe-b394-9e5f341b498b,Live Oak,OPEN,3150 Pat Booker Road,Universal City,Texas,78148,29.56187248,-98.3261261,7264441821
74452554-0722-40a4-8662-30d173e80ba0,Bulverde,OPEN,18018 OVERLOOK LOOP,San Antonio,Texas,78259,29.604447,-98.419091,2106603653
2145a76b-b7e7-4656-9c7c-41ebca067bc4,"Riverstone, TX",OPEN,"18841 University Blvd, Suite 420",Sugar Land,Texas,77479,29.54914856,-95.59409332,8329304411
5ff57fa1-62ed-4212-802d-1ff32a83d187,"Sugar Land, TX",OPEN,15890 Southwest Freeway Suite 300,Sugar Land,Texas,77478,29.60042381,-95.62284851,2813250018
1af9e871-ff9b-4bc8-b580-e3ec825aae46,"Aliana, TX",OPEN,10169 W. Grand Parkway S Suite 200,Richmond,Texas,77407,29.66042489,-95.71185574,8322398997
f4513975-1674-4a2c-a707-8ae7bbf5fe2e,"Friendswood, TX",OPEN,"1769 S Friendswood Dr., Suite 100",Friendswood,Texas,77546,29.50702858,-95.18618011,8324814483
5b2bee0d-94b5-4b7f-a4f9-8fbf9753582b,"Webster, TX",OPEN,136 Bay Area Boulevard,Webster,Texas,77598,29.54914284,-95.13080597,8325987199
41cf1ca8-97a8-4ed7-ba80-f0e0350c1e8b,"Pearland, TX",PERMANENTLY_CLOSED,"9517 W Broadway, Suite 115",Pearland,Texas,77584,29.55760002,-95.36753845,2813771723
81cef1aa-a437-4ddd-9b12-6b3ab558d985,"NEW Pasadena, TX",PERMANENTLY_CLOSED,7730 Spencer Hwy,Pasadena,Texas,77505,29.663086,-95.120519,2813775300
6160337e-e717-43ba-a994-a354e9083d73,"Pasadena, TX",OPEN,7730 Spencer Highway,Pasadena,Texas,77505,29.66311073,-95.12052917,2813775300
2343d83b-1d74-4ed7-bec0-39402963b9dc,"Ocala, FL",OPEN,"4414 SW College Rd., Suite 960",Ocala,Florida,34474,29.13998604,-82.19243622,3524330220
f64c1e5b-8db7-4faa-b281-8c8dbde04bc8,"Lake Sumter-The Villages, FL",OPEN,1028 Old Mill Run,The Villages,Florida,32162,28.907945,-81.97581,3525040065
5c1afbd1-8640-404c-9330-117d3a3568c4,"Mount Dora, FL",OPEN,3208 County Road 44B,Mount Dora,Florida,32757,28.82414246,-81.64373016,3524486505
a437fb5f-9a30-4390-9f65-a2e960574bf3,"Apopka, FL",PERMANENTLY_CLOSED,3030 E Semoran Blvd,Apopka,Florida,32703,28.669987,-81.454839,(407) 618-8500
f7997d37-46d1-4f45-ad61-8d71687d1d19,"Sanford - West, FL",OPEN,4932 W. SR 46. Suite 1112,Sanford,Florida,32771,28.81194305,-81.34316254,4079866295
0fa24b4b-99d1-4836-96c5-65ffefd6feac,"DeLand, FL",OPEN,2365 South Woodland Boulevard,DeLand,Florida,32720,28.98712349,-81.29988098,3869513455
c17c04db-b173-437a-b7f7-746a991364ce,"Lake Mary, FL",OPEN,3801 W Lake Mary Blvd Unit 161,Lake Mary,Florida,32746,28.75569344,-81.34520721,4078339300
16c13609-c4a6-4bb0-9069-c3bba7f21e56,"Altamonte Springs, FL",OPEN,397 E. Altamonte Dr Suite 1450,Altamonte,Florida,32701,28.66438293,-81.37934875,3218003004
87ed2bd1-b376-495c-b5a8-48eefa9b6525,"Gainesville SW, FL",OPEN,"3205 Clark Butler Road, Suite 20",Gainesville,Florida,32608,29.62421989,-82.38204193,3522420020
6674ffc4-5672-41da-8514-ab24a84d0be8,"Gainesville University, FL",PERMANENTLY_CLOSED,50 NW 13th St,Gainesville,Florida,32601,29.6526165,-82.33953857,3524153080
e148d9b3-7e0b-43b4-8a51-aaee750deda9,"New Smyrna Beach, FL",OPEN,1944 SR 44,New Smyrna Beach,Florida,32168,29.011795,-80.946254,3869516201
4a4e0cdd-f19f-407f-a3ac-17ec56ae02a6,"Port Orange, FL",OPEN,5521 South Williamson Boulevard,Port Orange,Florida,32128,29.111135,-81.033923,3864920544
a7223d4c-d18c-4d59-9e78-6d0d8e72eca2,Dominion,OPEN,22211 W I-10 Frontage Rd Unit 1113,San Antonio,Texas,78257,29.64863014,-98.62444305,2109668634
a3b02202-81a2-415e-b883-d5e22d1faf2e,"Sonterra Village, TX",OPEN,427 North Loop 1604 West 106,San Antonio,Texas,78232,29.60931587,-98.49902344,2108024348
87a6c43a-3359-4dd3-9f71-5593c8586cdc,"Stone Ridge, TX",OPEN,20935 U.S. Highway 281 North,San Antonio,Texas,78258,29.64068985,-98.4557724,2108990098
8ce7ef6a-023b-4d92-8f53-0562938291ed,"Kyle, TX",OPEN,5940 Kyle Parkway,Kyle,Texas,78640,30.00929451,-97.85643768,5128070403
17eccd1b-5d6a-4e1b-a668-9b8276572546,"San Marcos, TX",PERMANENTLY_CLOSED,"243 Wonder World Drive, Suite 108",San Marcos,Texas,78666,29.86231041,-97.95933533,5123573057
120fc597-b19f-49b0-b7c3-8e2427ac4055,"Dripping Springs, TX",OPEN,12680 W US 290,Austin,Texas,78737,30.210871,-97.968778,5129942664
4e1b23a3-8829-4542-89b4-69d8f4a8c01b,"Circle C, TX",OPEN,"5700 Slaughter Ln., Suite 260",Austin,Texas,78749,30.20173645,-97.86831665,5128588008
64006ccd-e58a-4d84-be79-3067212e53d9,"South Austin, TX",OPEN,9500 S IH 35 Frontage Rd L800,Austin,Texas,78748,30.165907,-97.792524,5129696626
a6a4b1c4-1ea6-443b-a7f5-fce40069c6b6,"Sunset Valley, TX",OPEN,5601 Brodie Lane,Austin,Texas,78745,30.22633743,-97.819664,5128070404
216976bf-d7ac-4346-827c-ff770c19e6eb,"Lantana, TX",OPEN,7415 Southwest Parkway Building 5D,Austin,Texas,78735,30.25453568,-97.86830902,5125377815
6424829c-b398-4bb8-8633-d3823db194f7,"New Braunfels, TX",OPEN,1691 State Highway 46-W,New Braunfels,Texas,78132,29.715631,-98.161596,8303124660
4ec8bfa6-6d80-4f43-9f36-facd99f90d46,"West Lake Hills, TX",PERMANENTLY_CLOSED,3300 Bee Caves Road #200,Westlake,Texas,78746,30.27497482,-97.79897308,5128070441
2ef00ad3-afd0-4b17-afd2-c670f1bb68eb,"South Lamar, TX",OPEN,1100 South Lamar Boulevard Suite 1115,Austin,Texas,78704,30.25588036,-97.76288605,5128070400
9037c911-f454-4719-bd01-17a17a0e45e4,"Downtown Austin, TX",OPEN,401 West 3rd St.,Austin,Texas,78701,30.26605606,-97.74761963,5128070445
5807613b-ffa3-49f7-b39a-517a83f6b8f0,"Lakeway, TX",OPEN,1516 RR 620 South Suite 100,Lakeway,Texas,78734,30.347129,-97.966224,5124301323
26763ae6-6b4f-49d6-aacf-3a1785ab9598,"Saltillo, TX",OPEN,1211 East 5th Street,Austin,Texas,78702,30.26306915,-97.73072052,5124360733
ea57484d-c379-403d-87b0-583545d785ac,"Triangle, TX",OPEN,4601 N. Lamar Blvd.,Triangle,Texas,78751,30.314858,-97.73513,5128070446
51768c59-d1e4-4850-ba34-df2254227593,"Mueller, TX",OPEN,1911 Aldrich St. Suite 175,Austin,Texas,78723,30.29865074,-97.70437622,5128070401
44cc3ce2-f6e5-4393-83c1-9b0bd984c94a,"Austin - Four Points, TX",OPEN," 7301 N FM 620, Suite 175",Austin,Texas,78726,30.405544,-97.851001,5123689343
